no,타임스탬프,t_ms,t_rel_ms,시동ON_t_ms,시동OFF_t_ms,출발_t_ms,위도_x1e5,경도_x1e5,고도_m,속도_kmh,방위_deg,기기MAC,프로파일_id
427,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
428,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
429,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
430,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
431,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
432,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
433,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
434,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
435,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
436,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
437,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
438,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
439,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
440,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
441,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
442,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
443,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
444,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
445,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
446,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
447,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
448,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
449,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
450,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
451,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
452,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
453,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
454,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
455,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
456,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
457,2022-04-15 08:18:49,1649978329000,1234792000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
458,2022-04-15 08:18:49,1649978329000,1234792000,1649978313000,1649978316000,-1,-1,-1,-1,-1,-1,-1,-1
459,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
460,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
461,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
462,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
463,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
464,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
465,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
466,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
467,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
468,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
469,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
470,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
471,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
472,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
473,2022-04-15 08:18:52,1649978332000,1234795000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
474,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
475,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
476,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
477,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
478,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
479,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
480,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
481,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
482,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
483,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
484,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
485,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
486,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
487,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
488,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
489,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
490,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
491,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
492,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
493,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
494,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
495,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
496,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
497,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
498,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
499,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
500,2022-04-15 08:19:14,1649978354000,1234817000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
501,2022-04-15 08:19:14,1649978354000,1234817000,1649978330000,1649978343000,-1,-1,-1,-1,-1,-1,-1,-1
502,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
503,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
504,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
505,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
506,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
507,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
508,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
509,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
510,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
511,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
512,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
513,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
514,2022-04-15 08:19:15,1649978355000,1234818000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
515,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
516,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
517,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
518,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
519,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
520,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
521,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
522,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
523,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
524,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
525,2022-04-15 08:19:24,1649978364000,1234827000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
526,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
527,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
528,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
529,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
530,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
531,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
532,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
533,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
534,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
535,2022-04-15 08:19:26,1649978366000,1234829000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
536,2022-04-15 08:19:38,1649978378000,1234841000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
537,2022-04-15 08:19:38,1649978378000,1234841000,1649978363000,1649978368000,-1,-1,-1,-1,-1,-1,-1,-1
538,2022-04-15 08:19:38,1649978378000,1234841000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
539,2022-04-15 08:19:38,1649978378000,1234841000,1649978363000,1649978368000,-1,-1,-1,-1,-1,-1,-1,-1
540,2022-04-15 08:19:38,1649978378000,1234841000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
541,2022-04-15 08:19:38,1649978378000,1234841000,1649978363000,1649978368000,-1,-1,-1,-1,-1,-1,-1,-1
542,2022-04-15 08:19:38,1649978378000,1234841000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
543,2022-04-15 08:19:38,1649978378000,1234841000,1649978363000,1649978368000,-1,-1,-1,-1,-1,-1,-1,-1
544,2022-04-15 08:19:38,1649978378000,1234841000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
545,2022-04-15 08:19:38,1649978378000,1234841000,1649978363000,1649978368000,-1,-1,-1,-1,-1,-1,-1,-1
546,2022-04-15 08:19:38,1649978378000,1234841000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
547,2022-04-15 08:19:38,1649978378000,1234841000,1649978363000,1649978368000,-1,-1,-1,-1,-1,-1,-1,-1
548,2022-04-15 08:19:38,1649978378000,1234841000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
549,2022-04-15 08:19:38,1649978378000,1234841000,1649978363000,1649978368000,-1,-1,-1,-1,-1,-1,-1,-1
550,2022-04-15 08:19:38,1649978378000,1234841000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
551,2022-04-15 08:19:38,1649978378000,1234841000,1649978363000,1649978368000,-1,-1,-1,-1,-1,-1,-1,-1
552,2022-04-15 08:19:38,1649978378000,1234841000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
553,2022-04-15 08:19:38,1649978378000,1234841000,1649978363000,1649978368000,-1,-1,-1,-1,-1,-1,-1,-1
554,2022-04-15 08:19:41,1649978381000,1234844000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
555,2022-04-15 08:19:41,1649978381000,1234844000,1649978377000,1649978378000,-1,-1,-1,-1,-1,-1,-1,-1
556,2022-04-15 08:19:41,1649978381000,1234844000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
557,2022-04-15 08:19:41,1649978381000,1234844000,1649978377000,1649978378000,-1,-1,-1,-1,-1,-1,-1,-1
558,2022-04-15 08:19:41,1649978381000,1234844000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
559,2022-04-15 08:19:41,1649978381000,1234844000,1649978377000,1649978378000,-1,-1,-1,-1,-1,-1,-1,-1
560,2022-04-15 08:19:41,1649978381000,1234844000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
561,2022-04-15 08:19:41,1649978381000,1234844000,1649978377000,1649978378000,-1,-1,-1,-1,-1,-1,-1,-1
562,2022-04-15 08:19:41,1649978381000,1234844000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
563,2022-04-15 08:19:41,1649978381000,1234844000,1649978377000,1649978378000,-1,-1,-1,-1,-1,-1,-1,-1
564,2022-04-15 08:19:41,1649978381000,1234844000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
565,2022-04-15 08:19:41,1649978381000,1234844000,1649978377000,1649978378000,-1,-1,-1,-1,-1,-1,-1,-1
566,2022-04-15 08:19:41,1649978381000,1234844000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
567,2022-04-15 08:19:41,1649978381000,1234844000,1649978377000,1649978378000,-1,-1,-1,-1,-1,-1,-1,-1
568,2022-04-15 08:19:41,1649978381000,1234844000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
569,2022-04-15 08:19:41,1649978381000,1234844000,1649978377000,1649978378000,-1,-1,-1,-1,-1,-1,-1,-1
570,2022-04-15 08:19:43,1649978383000,1234846000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
571,2022-04-15 08:19:43,1649978383000,1234846000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
572,2022-04-15 08:19:43,1649978383000,1234846000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
573,2022-04-15 08:19:43,1649978383000,1234846000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
574,2022-04-15 08:19:43,1649978383000,1234846000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
575,2022-04-15 08:19:43,1649978383000,1234846000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
576,2022-04-15 08:19:43,1649978383000,1234846000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
577,2022-04-15 08:19:44,1649978384000,1234847000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
578,2022-04-15 08:19:44,1649978384000,1234847000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
579,2022-04-15 08:19:44,1649978384000,1234847000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
580,2022-04-15 08:19:44,1649978384000,1234847000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
581,2022-04-15 08:19:44,1649978384000,1234847000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
582,2022-04-15 08:19:44,1649978384000,1234847000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
583,2022-04-15 08:20:04,1649978404000,1234867000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
584,2022-04-15 08:20:04,1649978404000,1234867000,1649978381000,1649978398000,-1,-1,-1,-1,-1,-1,-1,-1
585,2022-04-15 08:20:04,1649978404000,1234867000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
586,2022-04-15 08:20:04,1649978404000,1234867000,1649978381000,1649978398000,-1,-1,-1,-1,-1,-1,-1,-1
587,2022-04-15 08:20:04,1649978404000,1234867000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
588,2022-04-15 08:20:04,1649978404000,1234867000,1649978381000,1649978398000,-1,-1,-1,-1,-1,-1,-1,-1
589,2022-04-15 08:20:04,1649978404000,1234867000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
590,2022-04-15 08:20:04,1649978404000,1234867000,1649978381000,1649978398000,-1,-1,-1,-1,-1,-1,-1,-1
591,2022-04-15 08:20:04,1649978404000,1234867000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
592,2022-04-15 08:20:04,1649978404000,1234867000,1649978381000,1649978398000,-1,-1,-1,-1,-1,-1,-1,-1
593,2022-04-15 08:46:32,1649979992000,1236455000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
594,2022-04-15 08:46:32,1649979992000,1236455000,1649979986000,1649979989000,-1,-1,-1,-1,-1,-1,-1,-1
595,2022-04-15 08:46:32,1649979992000,1236455000,-1,-1,-1,3782679,12707386,97,0,161,-1,-1
596,2022-04-15 08:46:32,1649979992000,1236455000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
597,2022-04-15 08:46:32,1649979992000,1236455000,1649979986000,1649979989000,-1,-1,-1,-1,-1,-1,-1,-1
598,2022-04-15 08:46:32,1649979992000,1236455000,-1,-1,-1,3782679,12707386,97,0,161,-1,-1
599,2022-04-15 08:46:32,1649979992000,1236455000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
600,2022-04-15 08:46:32,1649979992000,1236455000,1649979986000,1649979989000,-1,-1,-1,-1,-1,-1,-1,-1
601,2022-04-15 08:46:32,1649979992000,1236455000,-1,-1,-1,3782679,12707386,97,0,161,-1,-1
602,2022-04-15 08:46:32,1649979992000,1236455000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
603,2022-04-15 08:46:32,1649979992000,1236455000,1649979986000,1649979989000,-1,-1,-1,-1,-1,-1,-1,-1
604,2022-04-15 08:46:32,1649979992000,1236455000,-1,-1,-1,3782679,12707386,97,0,161,-1,-1
605,2022-04-15 08:46:36,1649979996000,1236459000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
606,2022-04-15 08:46:36,1649979996000,1236459000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
607,2022-04-15 08:46:36,1649979996000,1236459000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
608,2022-04-15 08:46:40,1649980000000,1236463000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
609,2022-04-15 08:46:40,1649980000000,1236463000,1649979992000,1649979997000,-1,-1,-1,-1,-1,-1,-1,-1
610,2022-04-15 08:46:40,1649980000000,1236463000,-1,-1,-1,3782679,12707385,0,0,160,-1,-1
611,2022-04-15 08:46:40,1649980000000,1236463000,1649979992000,1649979997000,-1,-1,-1,-1,-1,-1,-1,-1
612,2022-04-15 08:55:46,1649980546000,1237009000,-1,-1,-1,3782679,12707388,0,0,73,-1,-1
613,2022-04-15 08:55:46,1649980546000,1237009000,1649979997000,1649980543000,-1,-1,-1,-1,-1,-1,-1,-1
