dataset,radius,slot,step_input,he_output,dist_km
k5_jellybean,0.2,59,-8.24242019668566e-06,-6.722144141558628e-10,2.547492607338856
k5_jellybean,0.2,62,-9.642571900619405e-06,-3.4307959258120485e-10,2.754149869248217
k5_jellybean,0.2,65,-9.586295770558193e-06,3.745911846063044e-10,2.74614370733123
k5_jellybean,0.2,68,-9.586295770558193e-06,-3.38543726447895e-10,2.74614370733123
k5_jellybean,0.2,71,-1.0913377976272065e-05,-3.471545150318436e-10,2.929121212430598
k5_jellybean,0.2,74,-3.133643992662866e-05,-1.5438252442125876e-10,4.955891287595548
k5_jellybean,0.2,77,-9.5696150339646e-06,1.9914596971391433e-10,2.7437661224638648
k5_jellybean,0.2,80,-0.0002540391120985043,4.926288398005055e-11,14.100580448212929
k5_jellybean,0.2,82,-0.0002531588177527057,-8.013888471569644e-11,14.076133560192018
k5_jellybean,0.2,84,-2.4941213226964257e-05,-1.8485232399455259e-10,4.422281575720752
k5_jellybean,0.2,86,5.111801446074093e-08,1.0000000004008507,0.0
k5_jellybean,0.2,88,-2.6396304673980492e-05,-5.698794946123169e-10,4.549196386937969
k5_jellybean,0.2,91,-6.245710892396882e-05,-6.745541129115168e-10,6.993774053260166
k5_jellybean,0.2,94,-6.233753604996753e-05,-5.203355938885398e-11,6.987081606411762
k5_jellybean,0.2,97,-9.563219208056332e-06,1.211358487130984e-09,2.74285394831339
k5_jellybean,0.2,100,-6.5653679908999225e-06,-2.2683979908044705e-10,2.275394513358442
k5_jellybean,0.2,102,-8.76432124178142e-06,4.530019459443025e-11,2.6264248935216594
k5_jellybean,0.2,104,-8.76432124178142e-06,-7.41566161721269e-10,2.6264248935216594
k5_jellybean,0.2,107,-8.910064754140099e-06,-1.8983934044281775e-10,2.648046913841133
k5_jellybean,0.2,110,-9.510646040017876e-06,1.7504285990205442e-10,2.7353444243328706
k5_jellybean,0.2,112,-9.966542257025275e-06,-4.298912429000507e-10,2.799794506775949
k5_jellybean,0.2,114,-0.002437252259640048,-3.619665134338854e-10,43.6714691838907
k5_jellybean,0.2,116,-0.0022191666224989576,-5.0364775369527886e-11,41.67186765612977
k5_jellybean,0.2,118,-2.6434301721759324e-05,4.793004965118709e-10,4.552463132311251
k5_jellybean,0.2,121,-9.51994064331798e-06,4.128113881292998e-11,2.7366735601374064
k5_jellybean,0.2,123,-2.933777375254401e-05,1.1220655058830319e-10,4.795507915156257
k5_jellybean,0.2,125,-0.001186119447621806,1.5484045979141957e-10,30.46608005289624
k5_jellybean,0.2,128,-0.0005213510528154019,2.8145911075412396e-10,20.198979336868078
k5_jellybean,0.2,130,-0.00012085606248926804,-2.7407035007032165e-10,9.726779130177333
k5_jellybean,0.2,132,-9.517497793144972e-06,-3.220761910457727e-10,2.736324293125803
k5_jellybean,0.2,134,-9.583145234092266e-06,-3.691173744621261e-12,2.7456948040629627
k5_jellybean,0.2,135,-2.6226063587247947e-05,-1.1485112950554212e-09,4.5345312442123005
k5_jellybean,0.2,137,-2.6226063587247947e-05,-2.874493425037501e-10,4.5345312442123005
k5_jellybean,0.2,140,-2.6161219117318395e-05,-4.906972222964351e-10,4.528932833688872
k5_jellybean,0.2,142,-9.52960579586478e-06,1.1675387519881579e-09,2.738055000485007
k5_jellybean,0.2,145,-9.52960579586478e-06,3.5366481803714064e-10,2.738055000485007
k5_jellybean,0.2,147,-9.692908676018098e-06,8.838337123594797e-11,2.761291397220719
k5_jellybean,0.2,149,-0.0003749157036858096,7.219101555994278e-10,17.129292609582922
k5_jellybean,0.2,151,-0.0002406280952141099,-5.056618573247342e-10,13.723418231065708
k5_jellybean,0.2,152,-9.64942471945193e-06,-9.219478160492683e-10,2.7551232011689013
k5_jellybean,0.2,154,-9.64942471945193e-06,3.759745784402203e-10,2.7551232011689013
k5_jellybean,0.2,156,-9.64942471945193e-06,-2.7264623565837105e-10,2.7551232011689013
k5_jellybean,0.2,158,5.078708920645469e-08,1.000000000170155,0.016091923638702973
k5_jellybean,0.2,160,-9.64942471945193e-06,-2.720308041793501e-10,2.7551232011689013
k5_jellybean,0.2,162,5.078708920645469e-08,1.0000000000090132,0.016091923638702973
k5_jellybean,0.2,164,-0.0024306065561515923,2.877371850845636e-10,43.61188986640833
k5_jellybean,0.2,166,-0.002431449639295156,-2.3084257468682104e-10,43.61945268815586
