dataset,radius,slot,dist_km,plain,decrypted
k5_kitkat,5.0,1356,161.64507497029015,0,5.020520965103685e-10
k5_kitkat,5.0,2236,163.31561600939582,0,1.873100690872516e-09
k5_kitkat,5.0,2281,163.48428660718577,0,5.665292749766285e-10
k5_kitkat,5.0,2562,164.79620866653784,0,-1.3332857519236732e-10
k5_kitkat,5.0,2535,164.95175122326265,0,2.7813530917786966e-10
k5_kitkat,5.0,1783,164.95640938244406,0,5.111931025964978e-10
k5_kitkat,5.0,1748,164.9726151381024,0,-3.9169458530218673e-10
k5_kitkat,5.0,2402,165.14297248639346,0,8.226232682669649e-10
k5_kitkat,5.0,2660,166.66299215175732,0,1.0482537777634902e-09
k5_kitkat,5.0,2646,166.66299215175732,0,2.740613379307055e-10
k5_kitkat,5.0,2623,166.71201384608878,0,-3.107666356181822e-10
k5_kitkat,5.0,0,530.7628267484527,0,-4.6148058440119016e-10
k5_kitkat,5.0,1,530.7628267484527,0,-5.458338907882574e-10
