dataset,radius,slot,dist_km,plain,decrypted
k5_jellybean,0.2,86,0.0,1,1.0000000001879918
k5_jellybean,0.2,59,2.547492607338856,0,3.919342754165579e-10
k5_jellybean,0.2,38,2.7335551532949536,0,-1.8838427166826315e-10
k5_jellybean,0.2,145,2.738055000485007,0,6.731869755725561e-10
k5_jellybean,0.2,134,2.7456948040629627,0,-1.3271284639568133e-10
k5_jellybean,0.2,181,2.754149869248217,0,-5.462320205847385e-10
k5_jellybean,0.2,112,2.799794506775949,0,-7.86834621875749e-10
k5_jellybean,0.2,475,4.380600384305171,0,4.461908496523489e-10
k5_jellybean,0.2,502,4.380600384305171,0,1.6016647794920602e-10
k5_jellybean,0.2,489,4.380600384305171,0,5.220569443290531e-10
k5_jellybean,0.2,466,4.380600384305171,0,9.753170080083203e-10
k5_jellybean,0.2,411,4.380600384305171,0,4.0018002034687927e-10
k5_jellybean,0.2,447,4.380600384305171,0,-6.073770000441012e-10
k5_jellybean,0.2,465,4.380600384305171,0,1.1731461352745922e-09
k5_jellybean,0.2,459,4.380600384305171,0,-3.383403023198036e-10
k5_jellybean,0.2,565,4.380600384305171,0,3.2597086572147865e-10
k5_jellybean,0.2,575,4.380600384305171,0,7.53491038357493e-10
k5_jellybean,0.2,586,4.380600384305171,0,1.2205525811568102e-09
k5_jellybean,0.2,605,4.380600384305171,0,5.489760461274085e-10
k5_jellybean,0.2,516,4.380600384305171,0,8.828616922733678e-10
k5_jellybean,0.2,524,4.380600384305171,0,7.091740376702815e-10
k5_jellybean,0.2,533,4.380600384305171,0,8.510156501827445e-10
k5_jellybean,0.2,547,4.380600384305171,0,4.069680253088938e-10
k5_jellybean,0.2,347,4.380600384305171,0,4.95741839352894e-10
k5_jellybean,0.2,331,4.380600384305171,0,4.742806673263813e-10
k5_jellybean,0.2,315,4.380600384305171,0,-3.777763165095573e-10
k5_jellybean,0.2,373,4.380600384305171,0,7.496291907994807e-10
k5_jellybean,0.2,365,4.380600384305171,0,1.9407443717519528e-10
k5_jellybean,0.2,594,4.380845182243382,0,-3.8613602382312366e-11
k5_jellybean,0.2,135,4.5345312442123005,0,-5.728631968114473e-10
k5_jellybean,0.2,74,4.955891287595548,0,-1.206020680177621e-10
k5_jellybean,0.2,82,14.076133560192018,0,8.043666176614678e-11
k5_jellybean,0.2,7,42.366640135419495,0,-2.394677037212943e-10
k5_jellybean,0.2,286,43.01117924354588,0,1.1330671776390033e-09
k5_jellybean,0.2,262,43.01117924354588,0,5.847355086352815e-10
k5_jellybean,0.2,48,43.58677679535813,0,4.0448361407675865e-11
k5_jellybean,0.2,288,43.61607966576149,0,-2.2986054315754697e-10
k5_jellybean,0.2,229,43.61607966576149,0,-3.717885442249681e-10
k5_jellybean,0.2,46,43.616137251012674,0,-3.316414681300665e-10
k5_jellybean,0.2,114,43.6714691838907,0,-9.795515365000074e-10
k5_jellybean,0.2,0,581.8691313510984,0,1.4177659443369502e-10
k5_jellybean,0.2,2,581.8691313510984,0,1.9129664514359235e-11
k5_jellybean,0.5,86,0.0,1,1.0000000000806384
k5_jellybean,0.5,59,2.547492607338856,0,-5.361071027612195e-10
k5_jellybean,0.5,38,2.7335551532949536,0,3.819484534530595e-10
k5_jellybean,0.5,145,2.738055000485007,0,-5.949325354452425e-10
k5_jellybean,0.5,134,2.7456948040629627,0,2.5974262758705016e-10
k5_jellybean,0.5,181,2.754149869248217,0,8.899849486243452e-11
k5_jellybean,0.5,112,2.799794506775949,0,-3.086953628252449e-11
k5_jellybean,0.5,475,4.380600384305171,0,4.398495026776507e-10
k5_jellybean,0.5,502,4.380600384305171,0,2.5720448464974336e-11
k5_jellybean,0.5,489,4.380600384305171,0,3.5309552756758224e-10
k5_jellybean,0.5,466,4.380600384305171,0,2.7717897279741986e-10
k5_jellybean,0.5,411,4.380600384305171,0,3.551635644086066e-10
k5_jellybean,0.5,447,4.380600384305171,0,6.893937415840171e-10
k5_jellybean,0.5,465,4.380600384305171,0,-1.2717059317849134e-10
k5_jellybean,0.5,459,4.380600384305171,0,9.487434784735812e-10
k5_jellybean,0.5,565,4.380600384305171,0,7.977673228695723e-11
k5_jellybean,0.5,575,4.380600384305171,0,-9.580135739689904e-11
k5_jellybean,0.5,586,4.380600384305171,0,2.4992072508177645e-10
k5_jellybean,0.5,605,4.380600384305171,0,4.664922237192686e-10
k5_jellybean,0.5,516,4.380600384305171,0,3.7196508519096393e-10
k5_jellybean,0.5,524,4.380600384305171,0,4.657941217777803e-10
k5_jellybean,0.5,533,4.380600384305171,0,-4.535302594284732e-10
k5_jellybean,0.5,547,4.380600384305171,0,3.8414047170898167e-10
k5_jellybean,0.5,347,4.380600384305171,0,-1.1372216476509288e-10
k5_jellybean,0.5,331,4.380600384305171,0,3.449270789888962e-10
k5_jellybean,0.5,315,4.380600384305171,0,-4.355983467361936e-11
k5_jellybean,0.5,373,4.380600384305171,0,7.593088018864637e-10
k5_jellybean,0.5,365,4.380600384305171,0,5.277708722114095e-10
k5_jellybean,0.5,594,4.380845182243382,0,1.0849878697511584e-09
k5_jellybean,0.5,135,4.5345312442123005,0,7.978902195436591e-10
k5_jellybean,0.5,74,4.955891287595548,0,8.259526741514426e-11
k5_jellybean,0.5,82,14.076133560192018,0,3.172968776236622e-10
