target,max_count,expected,answer,exist_value,correct,exist_sec
01020132924,32,1,1,1.0000000004746759,1,12.255234956741333
01020132924,256,1,1,0.9999999997805656,1,12.075049877166748
01020132924,2048,1,1,0.9999999999571954,1,12.137971639633179
01011112222,32,0,0,3.8149850235508434e-10,1,12.011139869689941
01011112222,256,0,0,-9.149142924295182e-11,1,12.262567520141602
01011112222,2048,0,0,-9.858452268822859e-11,1,12.322460651397705
